factor_id,store_id,factor_date,is_holiday,temp_c,rainfall_mm,trend_index,cpi_index,year,week
F000015304,ST0099,2023-06-11,False,33.84,8.51,92.46,100.73,2023,23
F000015305,ST0099,2023-06-18,False,33.32,0.64,106.68,101.22,2023,24
F000015306,ST0099,2023-06-25,True,32.48,18.13,98.04,100.34,2023,25
F000015307,ST0099,2023-07-02,False,30.25,16.01,101.44,100.6,2023,26
F000015308,ST0099,2023-07-09,False,33.94,19.13,102.98,101.14,2023,27
F000015309,ST0099,2023-07-16,False,35.15,23.58,96.55,101.13,2023,28
F000015310,ST0099,2023-07-23,False,36.99,15.31,106.51,101.6,2023,29
F000015311,ST0099,2023-07-30,False,33.98,15.77,103.61,101.99,2023,30
F000015312,ST0099,2023-08-06,False,32.25,12.3,102.07,102.42,2023,31
F000015313,ST0099,2023-08-13,False,31.5,14.48,91.45,102.4,2023,32
F000015314,ST0099,2023-08-20,False,31.35,8.24,107.69,102.58,2023,33
F000015315,ST0099,2023-08-27,False,30.52,9.63,98.86,102.46,2023,34
F000015316,ST0099,2023-09-03,False,31.17,12.63,108.79,102.58,2023,35
F000015317,ST0099,2023-09-10,False,35.18,18.47,102.64,104.33,2023,36
F000015318,ST0099,2023-09-17,False,33.58,13.33,107.19,103.29,2023,37
F000015319,ST0099,2023-09-24,False,25.28,22.08,108.67,102.35,2023,38
F000015320,ST0099,2023-10-01,False,28.17,17.38,100.36,101.49,2023,39
F000015321,ST0099,2023-10-08,False,26.1,20.72,111.38,103.91,2023,40
F000015322,ST0099,2023-10-15,False,29.22,15.46,92.46,103.72,2023,41
F000015323,ST0099,2023-10-22,False,25.21,25.96,107.83,104.18,2023,42
F000015324,ST0099,2023-10-29,False,26.1,32.38,105.81,103.19,2023,43
F000015325,ST0099,2023-11-05,False,23.44,2.57,106.14,103.53,2023,44
F000015326,ST0099,2023-11-12,False,26.7,20.84,101.5,103.89,2023,45
F000015327,ST0099,2023-11-19,False,22.55,16.6,100.39,103.46,2023,46
F000015328,ST0099,2023-11-26,False,22.01,8.74,96.18,102.46,2023,47
F000015329,ST0099,2023-12-03,False,20.8,13.3,106.37,105.0,2023,48
F000015330,ST0099,2023-12-10,False,22.31,12.16,109.86,103.31,2023,49
F000015331,ST0099,2023-12-17,False,23.36,12.63,98.46,103.76,2023,50
F000015332,ST0099,2023-12-24,False,26.68,0.0,104.64,102.57,2023,51
F000015333,ST0099,2023-12-31,False,22.62,4.76,108.14,104.55,2023,52
F000015334,ST0099,2024-01-07,False,21.21,0.24,95.73,104.57,2024,1
F000015335,ST0099,2024-01-14,False,18.96,4.01,110.57,103.84,2024,2
F000015336,ST0099,2024-01-21,False,20.5,14.42,113.55,104.73,2024,3
F000015337,ST0099,2024-01-28,False,19.15,0.35,101.92,104.89,2024,4
F000015338,ST0099,2024-02-04,False,18.58,17.62,105.1,104.67,2024,5
F000015339,ST0099,2024-02-11,False,21.81,7.95,105.33,103.82,2024,6
F000015340,ST0099,2024-02-18,False,22.0,8.49,106.45,106.47,2024,7
F000015341,ST0099,2024-02-25,False,24.98,0.0,106.83,105.45,2024,8
F000015342,ST0099,2024-03-03,False,18.21,9.52,103.16,106.46,2024,9
F000015343,ST0099,2024-03-10,False,15.0,19.42,100.98,105.18,2024,10
F000015344,ST0099,2024-03-17,False,25.86,12.26,105.79,104.84,2024,11
F000015345,ST0099,2024-03-24,False,24.79,3.85,102.04,104.43,2024,12
F000015346,ST0099,2024-03-31,False,24.32,12.84,99.23,105.51,2024,13
F000015347,ST0099,2024-04-07,False,24.13,6.41,107.52,104.86,2024,14
F000015348,ST0099,2024-04-14,False,21.07,19.97,98.77,106.18,2024,15
F000015349,ST0099,2024-04-21,False,27.78,22.24,109.35,105.07,2024,16
F000015350,ST0099,2024-04-28,False,26.26,10.8,103.74,104.59,2024,17
F000015351,ST0099,2024-05-05,False,28.37,18.97,106.56,105.86,2024,18
F000015352,ST0099,2024-05-12,True,27.57,13.34,103.03,107.21,2024,19
F000015353,ST0099,2024-05-19,False,27.15,1.96,100.6,106.05,2024,20
F000015354,ST0099,2024-05-26,False,30.19,5.72,103.63,105.62,2024,21
F000015355,ST0099,2024-06-02,False,31.17,3.48,102.47,105.11,2024,22
F000015356,ST0099,2024-06-09,False,34.41,11.03,102.08,107.03,2024,23
F000015357,ST0099,2024-06-16,False,34.46,10.78,113.85,106.27,2024,24
F000015358,ST0099,2024-06-23,False,38.43,10.53,105.02,106.77,2024,25
F000015359,ST0099,2024-06-30,False,34.13,16.51,103.14,106.05,2024,26
F000015360,ST0099,2024-07-07,False,35.12,5.05,107.6,107.51,2024,27
F000015361,ST0099,2024-07-14,False,31.46,17.16,97.32,106.81,2024,28
F000015362,ST0099,2024-07-21,False,31.46,8.8,100.97,105.14,2024,29
F000015363,ST0099,2024-07-28,True,34.12,17.95,111.44,106.66,2024,30
F000015364,ST0099,2024-08-04,False,30.21,13.18,105.94,107.49,2024,31
F000015365,ST0099,2024-08-11,False,32.01,13.99,104.2,108.98,2024,32
F000015366,ST0099,2024-08-18,False,33.83,7.93,102.91,108.21,2024,33
F000015367,ST0099,2024-08-25,False,29.98,26.29,98.59,107.85,2024,34
F000015368,ST0099,2024-09-01,False,31.0,24.55,104.04,107.08,2024,35
F000015369,ST0099,2024-09-08,False,29.46,18.16,95.71,106.33,2024,36
F000015370,ST0099,2024-09-15,False,29.75,24.0,100.55,108.41,2024,37
F000015371,ST0099,2024-09-22,False,33.47,14.85,105.67,107.51,2024,38
F000015372,ST0099,2024-09-29,False,28.62,18.83,116.21,109.46,2024,39
F000015373,ST0099,2024-10-06,False,26.71,18.49,104.44,107.91,2024,40
F000015374,ST0099,2024-10-13,False,30.3,22.53,101.91,109.01,2024,41
F000015375,ST0099,2024-10-20,False,28.16,10.41,102.57,107.28,2024,42
F000015376,ST0099,2024-10-27,False,27.83,14.88,110.55,108.78,2024,43
F000015377,ST0099,2024-11-03,False,26.89,23.7,100.08,109.08,2024,44
F000015378,ST0099,2024-11-10,True,22.06,21.11,103.9,108.37,2024,45
F000015379,ST0099,2024-11-17,False,24.2,10.42,103.09,109.59,2024,46
F000015380,ST0099,2024-11-24,False,21.83,6.69,114.74,107.07,2024,47
F000015381,ST0099,2024-12-01,False,27.14,20.46,106.22,109.98,2024,48
F000015382,ST0099,2024-12-08,True,23.4,19.9,107.58,109.25,2024,49
F000015383,ST0099,2024-12-15,False,21.93,13.27,104.28,110.05,2024,50
F000015384,ST0099,2024-12-22,False,18.79,11.88,112.53,108.59,2024,51
F000015385,ST0099,2024-12-29,True,22.5,0.0,104.98,107.8,2024,52
F000015386,ST0099,2025-01-05,False,16.94,16.03,108.38,108.41,2025,1
F000015387,ST0099,2025-01-12,False,24.77,6.35,100.07,108.94,2025,2
F000015388,ST0099,2025-01-19,False,20.6,12.05,103.51,109.9,2025,3
F000015389,ST0099,2025-01-26,False,28.98,15.09,104.08,108.91,2025,4
F000015390,ST0099,2025-02-02,False,23.4,4.82,102.8,108.83,2025,5
F000015391,ST0099,2025-02-09,False,21.74,6.57,101.86,109.28,2025,6
F000015392,ST0099,2025-02-16,False,18.88,13.89,113.0,108.18,2025,7
F000015393,ST0099,2025-02-23,False,21.07,5.77,92.64,109.87,2025,8
F000015394,ST0099,2025-03-02,False,27.29,17.55,109.34,109.65,2025,9
F000015395,ST0099,2025-03-09,False,24.53,7.36,106.72,110.21,2025,10
F000015396,ST0099,2025-03-16,False,29.6,14.43,97.74,110.16,2025,11
F000015397,ST0099,2025-03-23,False,21.12,5.26,109.98,110.27,2025,12
F000015398,ST0099,2025-03-30,False,23.99,12.85,94.1,110.23,2025,13
F000015399,ST0099,2025-04-06,False,26.59,18.03,103.34,109.5,2025,14
F000015400,ST0099,2025-04-13,False,27.27,9.94,102.1,110.89,2025,15
F000015401,ST0099,2025-04-20,False,23.66,0.0,99.76,111.17,2025,16
F000015402,ST0099,2025-04-27,False,25.82,13.19,90.77,111.83,2025,17
F000015403,ST0099,2025-05-04,True,27.87,0.0,99.68,111.43,2025,18
F000015404,ST0099,2025-05-11,False,24.67,12.0,105.24,111.13,2025,19
F000015405,ST0099,2025-05-18,True,34.93,11.74,102.8,111.55,2025,20
F000015406,ST0099,2025-05-25,False,30.36,8.51,99.96,111.38,2025,21
F000015407,ST0099,2025-06-01,False,29.15,6.94,101.19,110.96,2025,22
F000015408,ST0099,2025-06-08,False,31.41,10.61,112.12,110.6,2025,23
F000015409,ST0099,2025-06-15,False,35.25,8.84,98.53,111.96,2025,24
F000015410,ST0099,2025-06-22,False,33.7,0.0,105.02,112.48,2025,25
F000015411,ST0099,2025-06-29,False,31.62,19.53,113.78,110.8,2025,26
F000015412,ST0099,2025-07-06,False,31.97,4.03,104.69,112.12,2025,27
F000015413,ST0099,2025-07-13,False,33.91,12.42,102.02,113.06,2025,28
F000015414,ST0099,2025-07-20,False,29.5,10.36,101.63,112.79,2025,29
F000015415,ST0099,2025-07-27,False,34.21,10.0,110.07,112.44,2025,30
F000015416,ST0099,2025-08-03,False,30.74,10.9,109.14,111.9,2025,31
F000015417,ST0099,2025-08-10,False,30.48,18.37,105.35,112.44,2025,32
F000015418,ST0099,2025-08-17,False,34.35,11.13,96.64,113.0,2025,33
F000015419,ST0099,2025-08-24,False,35.84,16.21,102.71,111.64,2025,34
F000015420,ST0099,2025-08-31,False,33.41,16.93,113.58,112.01,2025,35
F000015421,ST0099,2025-09-07,False,30.71,17.32,104.42,112.17,2025,36
F000015422,ST0099,2025-09-14,False,30.95,24.41,97.39,111.63,2025,37
F000015423,ST0099,2025-09-21,False,27.87,16.36,108.8,112.96,2025,38
F000015424,ST0099,2025-09-28,False,26.98,24.21,116.02,113.51,2025,39
F000015425,ST0099,2025-10-05,False,32.2,18.62,101.72,112.49,2025,40
F000015426,ST0099,2025-10-12,False,26.62,25.24,106.72,112.61,2025,41
F000015427,ST0099,2025-10-19,False,30.5,27.06,115.86,114.78,2025,42
F000015428,ST0099,2025-10-26,False,21.42,27.26,102.45,114.87,2025,43
F000015429,ST0099,2025-11-02,False,24.24,18.9,109.39,112.48,2025,44
F000015430,ST0099,2025-11-09,False,25.95,26.08,106.04,112.61,2025,45
F000015431,ST0099,2025-11-16,False,23.18,32.91,102.68,113.2,2025,46
F000015432,ST0099,2025-11-23,False,23.35,11.69,106.55,114.65,2025,47
F000015433,ST0099,2025-11-30,False,22.65,20.15,109.6,113.67,2025,48
F000015434,ST0099,2025-12-07,False,17.56,12.38,106.51,114.12,2025,49
F000015435,ST0099,2025-12-14,False,27.86,25.32,101.62,114.92,2025,50
F000015436,ST0099,2025-12-21,False,19.39,12.1,110.83,114.15,2025,51
F000015437,ST0099,2025-12-28,False,19.33,13.19,107.33,114.24,2025,52
F000015438,ST0099,2026-01-04,True,21.03,8.27,110.19,114.72,2026,1
F000015439,ST0099,2026-01-11,False,18.15,6.24,99.79,114.97,2026,2
F000015440,ST0099,2026-01-18,False,20.64,9.25,103.0,115.02,2026,3
F000015441,ST0099,2026-01-25,False,21.2,13.74,105.99,114.85,2026,4
F000015442,ST0099,2026-02-01,False,22.67,14.59,109.24,115.04,2026,5
F000015443,ST0099,2026-02-08,False,20.46,6.46,109.7,114.17,2026,6
F000015444,ST0099,2026-02-15,True,20.34,12.48,104.73,115.21,2026,7
F000015445,ST0100,2023-02-26,False,24.03,7.87,95.98,100.25,2023,8
F000015446,ST0100,2023-03-05,True,27.2,2.03,99.74,99.62,2023,9
F000015447,ST0100,2023-03-12,False,25.75,11.69,89.63,100.26,2023,10
F000015448,ST0100,2023-03-19,True,24.63,0.07,98.51,100.22,2023,11
F000015449,ST0100,2023-03-26,False,28.39,0.18,102.36,99.63,2023,12
F000015450,ST0100,2023-04-02,False,23.31,1.51,98.98,99.19,2023,13
F000015451,ST0100,2023-04-09,False,29.76,7.61,103.31,99.5,2023,14
F000015452,ST0100,2023-04-16,False,26.07,5.06,97.43,99.88,2023,15
F000015453,ST0100,2023-04-23,False,22.53,7.52,105.19,100.98,2023,16
F000015454,ST0100,2023-04-30,False,27.35,8.71,108.17,101.09,2023,17
F000015455,ST0100,2023-05-07,False,24.61,4.28,107.18,100.18,2023,18
F000015456,ST0100,2023-05-14,True,27.95,0.0,103.96,101.52,2023,19
F000015457,ST0100,2023-05-21,True,27.65,10.19,95.36,100.61,2023,20
F000015458,ST0100,2023-05-28,False,32.47,6.55,97.71,101.0,2023,21
F000015459,ST0100,2023-06-04,False,29.36,0.0,105.03,100.61,2023,22
F000015460,ST0100,2023-06-11,False,34.08,4.94,100.73,102.4,2023,23
F000015461,ST0100,2023-06-18,False,32.56,0.23,92.62,101.51,2023,24
F000015462,ST0100,2023-06-25,False,27.0,4.2,94.76,102.64,2023,25
F000015463,ST0100,2023-07-02,False,33.28,2.13,95.6,101.71,2023,26
F000015464,ST0100,2023-07-09,False,35.82,9.75,103.97,102.11,2023,27
F000015465,ST0100,2023-07-16,True,38.43,8.69,101.28,101.94,2023,28
F000015466,ST0100,2023-07-23,True,28.1,7.2,106.51,101.44,2023,29
F000015467,ST0100,2023-07-30,False,32.2,10.22,102.16,100.37,2023,30
F000015468,ST0100,2023-08-06,False,32.25,0.0,105.16,101.0,2023,31
F000015469,ST0100,2023-08-13,False,37.83,0.0,96.72,103.16,2023,32
F000015470,ST0100,2023-08-20,False,31.14,3.74,107.56,103.14,2023,33
F000015471,ST0100,2023-08-27,True,25.76,18.25,104.25,103.35,2023,34
F000015472,ST0100,2023-09-03,False,29.88,16.83,101.16,102.65,2023,35
F000015473,ST0100,2023-09-10,False,27.13,23.67,98.33,104.53,2023,36
F000015474,ST0100,2023-09-17,False,31.78,25.56,94.73,101.8,2023,37
F000015475,ST0100,2023-09-24,False,27.11,20.09,90.64,103.26,2023,38
F000015476,ST0100,2023-10-01,False,32.06,23.21,108.4,104.05,2023,39
F000015477,ST0100,2023-10-08,False,28.04,24.63,109.14,102.74,2023,40
F000015478,ST0100,2023-10-15,False,21.95,15.03,109.9,102.54,2023,41
F000015479,ST0100,2023-10-22,False,23.8,9.24,102.18,103.94,2023,42
F000015480,ST0100,2023-10-29,False,25.04,20.83,101.14,102.15,2023,43
F000015481,ST0100,2023-11-05,True,26.21,15.3,98.36,103.42,2023,44
F000015482,ST0100,2023-11-12,False,21.42,3.55,100.83,102.95,2023,45
F000015483,ST0100,2023-11-19,False,24.91,9.74,96.94,103.31,2023,46
F000015484,ST0100,2023-11-26,False,25.69,5.94,107.95,103.65,2023,47
F000015485,ST0100,2023-12-03,False,25.51,17.25,99.2,103.09,2023,48
F000015486,ST0100,2023-12-10,False,18.16,0.0,107.83,105.08,2023,49
F000015487,ST0100,2023-12-17,True,20.59,0.0,101.25,104.81,2023,50
F000015488,ST0100,2023-12-24,True,21.51,5.01,104.77,104.23,2023,51
F000015489,ST0100,2023-12-31,False,17.64,2.66,102.83,103.27,2023,52
F000015490,ST0100,2024-01-07,True,21.27,19.94,102.86,104.2,2024,1
F000015491,ST0100,2024-01-14,False,20.18,2.8,103.12,103.99,2024,2
F000015492,ST0100,2024-01-21,False,25.35,16.4,95.11,104.16,2024,3
F000015493,ST0100,2024-01-28,False,17.27,0.0,105.73,104.49,2024,4
F000015494,ST0100,2024-02-04,False,18.59,0.0,97.26,104.0,2024,5
F000015495,ST0100,2024-02-11,False,19.82,3.02,106.26,104.06,2024,6
F000015496,ST0100,2024-02-18,False,16.44,14.64,101.78,106.47,2024,7
F000015497,ST0100,2024-02-25,True,22.17,9.97,112.92,105.75,2024,8
F000015498,ST0100,2024-03-03,False,20.04,3.79,107.11,106.41,2024,9
F000015499,ST0100,2024-03-10,False,22.67,7.86,109.14,104.98,2024,10
F000015500,ST0100,2024-03-17,False,22.35,3.27,107.98,104.32,2024,11
F000015501,ST0100,2024-03-24,False,25.43,5.64,103.74,104.46,2024,12
F000015502,ST0100,2024-03-31,False,29.17,6.68,95.8,104.45,2024,13
F000015503,ST0100,2024-04-07,False,21.04,1.61,104.66,105.45,2024,14
F000015504,ST0100,2024-04-14,False,29.62,5.23,105.65,105.54,2024,15
F000015505,ST0100,2024-04-21,False,27.75,0.0,102.52,105.01,2024,16
F000015506,ST0100,2024-04-28,False,27.62,5.59,108.05,106.44,2024,17
F000015507,ST0100,2024-05-05,False,31.5,8.33,108.21,107.18,2024,18
F000015508,ST0100,2024-05-12,False,27.64,8.25,110.17,105.72,2024,19
F000015509,ST0100,2024-05-19,False,21.6,1.03,101.86,106.47,2024,20
F000015510,ST0100,2024-05-26,False,34.92,7.92,97.35,107.61,2024,21
F000015511,ST0100,2024-06-02,False,31.46,0.0,95.96,105.0,2024,22
F000015512,ST0100,2024-06-09,False,33.0,0.09,103.45,106.53,2024,23
F000015513,ST0100,2024-06-16,False,30.15,15.4,95.53,106.6,2024,24
F000015514,ST0100,2024-06-23,False,31.82,9.22,98.82,106.85,2024,25
F000015515,ST0100,2024-06-30,False,34.46,1.95,100.83,106.96,2024,26
F000015516,ST0100,2024-07-07,False,32.98,7.56,100.83,105.87,2024,27
F000015517,ST0100,2024-07-14,False,31.71,18.0,98.1,105.94,2024,28
F000015518,ST0100,2024-07-21,False,31.12,7.57,106.73,108.88,2024,29
F000015519,ST0100,2024-07-28,False,30.87,20.48,112.32,107.4,2024,30
F000015520,ST0100,2024-08-04,False,34.4,5.36,94.92,107.32,2024,31
F000015521,ST0100,2024-08-11,False,31.16,9.78,97.38,106.97,2024,32
F000015522,ST0100,2024-08-18,False,32.15,22.57,97.2,108.88,2024,33
F000015523,ST0100,2024-08-25,False,31.12,20.95,102.86,108.61,2024,34
F000015524,ST0100,2024-09-01,False,32.44,2.75,95.89,106.68,2024,35
F000015525,ST0100,2024-09-08,False,30.13,17.45,94.65,107.21,2024,36
F000015526,ST0100,2024-09-15,False,26.42,26.21,113.62,109.51,2024,37
F000015527,ST0100,2024-09-22,False,28.78,21.16,107.5,106.39,2024,38
F000015528,ST0100,2024-09-29,False,30.7,0.95,101.24,106.33,2024,39
F000015529,ST0100,2024-10-06,False,36.43,20.71,113.34,110.28,2024,40
F000015530,ST0100,2024-10-13,False,27.46,11.0,108.76,109.28,2024,41
F000015531,ST0100,2024-10-20,False,29.23,11.8,110.26,109.43,2024,42
F000015532,ST0100,2024-10-27,False,29.25,25.24,103.56,109.15,2024,43
F000015533,ST0100,2024-11-03,False,26.71,9.56,95.99,109.38,2024,44
F000015534,ST0100,2024-11-10,True,22.37,14.91,107.57,109.26,2024,45
F000015535,ST0100,2024-11-17,False,26.86,22.41,102.64,109.97,2024,46
F000015536,ST0100,2024-11-24,False,23.41,5.99,106.95,109.32,2024,47
F000015537,ST0100,2024-12-01,False,19.91,0.14,95.12,110.26,2024,48
F000015538,ST0100,2024-12-08,False,23.27,4.81,100.94,108.11,2024,49
F000015539,ST0100,2024-12-15,False,21.5,1.55,106.97,108.53,2024,50
F000015540,ST0100,2024-12-22,False,21.27,9.86,96.94,108.97,2024,51
F000015541,ST0100,2024-12-29,False,23.62,0.0,99.0,108.93,2024,52
F000015542,ST0100,2025-01-05,True,19.86,3.63,103.72,108.4,2025,1
F000015543,ST0100,2025-01-12,False,20.71,8.07,104.9,110.8,2025,2
F000015544,ST0100,2025-01-19,False,19.63,9.04,110.81,109.96,2025,3
F000015545,ST0100,2025-01-26,False,20.1,11.81,109.06,109.53,2025,4
F000015546,ST0100,2025-02-02,False,19.64,10.32,108.63,110.64,2025,5
F000015547,ST0100,2025-02-09,False,19.11,16.09,101.82,109.2,2025,6
F000015548,ST0100,2025-02-16,False,18.99,19.83,107.45,109.31,2025,7
F000015549,ST0100,2025-02-23,True,24.91,6.58,116.52,112.06,2025,8
F000015550,ST0100,2025-03-02,False,21.55,1.63,95.23,108.44,2025,9
F000015551,ST0100,2025-03-09,False,18.18,4.44,102.49,111.76,2025,10
F000015552,ST0100,2025-03-16,False,22.92,2.4,106.73,112.67,2025,11
F000015553,ST0100,2025-03-23,False,27.22,3.9,112.38,110.9,2025,12
F000015554,ST0100,2025-03-30,False,29.86,15.34,102.28,110.57,2025,13
F000015555,ST0100,2025-04-06,False,22.82,12.68,98.26,108.96,2025,14
F000015556,ST0100,2025-04-13,False,28.39,0.0,96.76,110.04,2025,15
F000015557,ST0100,2025-04-20,False,23.79,0.0,102.39,111.09,2025,16
F000015558,ST0100,2025-04-27,False,29.63,0.0,105.76,110.88,2025,17
F000015559,ST0100,2025-05-04,False,25.93,9.71,109.7,111.17,2025,18
F000015560,ST0100,2025-05-11,False,28.63,4.31,96.27,111.36,2025,19
F000015561,ST0100,2025-05-18,False,24.57,0.47,104.97,110.95,2025,20
F000015562,ST0100,2025-05-25,False,28.7,5.59,107.89,112.74,2025,21
F000015563,ST0100,2025-06-01,False,32.47,1.6,108.49,110.02,2025,22
F000015564,ST0100,2025-06-08,False,28.85,1.89,104.92,112.14,2025,23
F000015565,ST0100,2025-06-15,False,28.42,0.0,104.45,111.59,2025,24
F000015566,ST0100,2025-06-22,False,29.9,0.72,93.06,112.47,2025,25
F000015567,ST0100,2025-06-29,False,29.34,2.18,97.66,110.88,2025,26
F000015568,ST0100,2025-07-06,False,33.75,5.24,104.7,111.04,2025,27
F000015569,ST0100,2025-07-13,False,32.31,12.91,105.19,112.39,2025,28
F000015570,ST0100,2025-07-20,False,29.97,3.46,107.87,111.29,2025,29
F000015571,ST0100,2025-07-27,False,32.09,19.81,104.68,111.59,2025,30
F000015572,ST0100,2025-08-03,False,28.61,11.94,101.88,112.44,2025,31
F000015573,ST0100,2025-08-10,False,34.8,12.61,101.92,114.12,2025,32
F000015574,ST0100,2025-08-17,False,30.23,16.86,106.67,112.85,2025,33
F000015575,ST0100,2025-08-24,False,31.37,18.96,110.13,112.16,2025,34
F000015576,ST0100,2025-08-31,False,31.79,18.12,110.66,112.53,2025,35
F000015577,ST0100,2025-09-07,False,32.73,11.41,100.0,113.61,2025,36
F000015578,ST0100,2025-09-14,False,31.7,18.13,109.68,112.47,2025,37
F000015579,ST0100,2025-09-21,False,30.11,25.13,104.92,111.85,2025,38
F000015580,ST0100,2025-09-28,False,25.27,30.09,106.38,113.13,2025,39
F000015581,ST0100,2025-10-05,False,34.13,29.94,105.98,113.98,2025,40
F000015582,ST0100,2025-10-12,False,28.81,22.49,107.79,111.51,2025,41
F000015583,ST0100,2025-10-19,False,27.44,23.29,103.58,112.57,2025,42
F000015584,ST0100,2025-10-26,False,23.96,21.05,109.33,112.93,2025,43
F000015585,ST0100,2025-11-02,False,30.69,11.56,107.57,113.69,2025,44
F000015586,ST0100,2025-11-09,False,23.64,26.13,104.98,113.42,2025,45
F000015587,ST0100,2025-11-16,False,28.37,15.34,100.28,115.87,2025,46
F000015588,ST0100,2025-11-23,False,22.65,12.97,111.9,113.76,2025,47
F000015589,ST0100,2025-11-30,False,20.7,10.37,102.32,112.27,2025,48
F000015590,ST0100,2025-12-07,False,18.9,14.08,100.22,114.46,2025,49
F000015591,ST0100,2025-12-14,False,22.86,12.03,116.32,114.09,2025,50
F000015592,ST0100,2025-12-21,False,21.81,8.01,102.12,115.46,2025,51
F000015593,ST0100,2025-12-28,False,23.91,0.0,103.74,113.11,2025,52
F000015594,ST0100,2026-01-04,False,18.81,13.54,97.38,112.79,2026,1
F000015595,ST0100,2026-01-11,False,18.93,0.0,105.91,115.2,2026,2
F000015596,ST0100,2026-01-18,False,19.97,6.31,110.75,114.23,2026,3
F000015597,ST0100,2026-01-25,False,16.14,0.76,104.93,113.93,2026,4
F000015598,ST0100,2026-02-01,True,19.98,2.56,108.48,114.8,2026,5
F000015599,ST0100,2026-02-08,False,19.92,5.63,100.6,116.14,2026,6
F000015600,ST0100,2026-02-15,False,23.08,16.26,108.2,116.66,2026,7
F000015601,ST0101,2023-02-26,False,27.03,0.0,102.4,98.88,2023,8
F000015602,ST0101,2023-03-05,False,22.32,4.94,101.47,100.5,2023,9
F000015603,ST0101,2023-03-12,True,21.88,14.01,107.7,100.25,2023,10
F000015604,ST0101,2023-03-19,False,26.44,13.92,92.82,98.9,2023,11
F000015605,ST0101,2023-03-26,False,23.12,2.97,96.34,100.87,2023,12
F000015606,ST0101,2023-04-02,False,24.34,6.6,103.24,99.88,2023,13
F000015607,ST0101,2023-04-09,False,24.04,11.27,103.21,100.36,2023,14
F000015608,ST0101,2023-04-16,False,26.8,8.47,106.12,100.85,2023,15
F000015609,ST0101,2023-04-23,False,36.42,0.0,98.87,101.26,2023,16
F000015610,ST0101,2023-04-30,False,27.29,0.0,102.24,100.95,2023,17
F000015611,ST0101,2023-05-07,False,32.35,8.51,101.43,101.06,2023,18
F000015612,ST0101,2023-05-14,False,30.43,10.76,96.18,101.36,2023,19
F000015613,ST0101,2023-05-21,False,32.68,0.0,98.54,101.91,2023,20
F000015614,ST0101,2023-05-28,False,28.09,2.64,101.71,102.06,2023,21
F000015615,ST0101,2023-06-04,False,29.7,6.47,106.1,101.64,2023,22
F000015616,ST0101,2023-06-11,False,36.94,18.43,104.86,102.47,2023,23
F000015617,ST0101,2023-06-18,False,33.51,6.28,99.13,102.6,2023,24
F000015618,ST0101,2023-06-25,False,32.59,9.94,100.02,101.49,2023,25
F000015619,ST0101,2023-07-02,False,35.35,3.91,96.8,100.49,2023,26
F000015620,ST0101,2023-07-09,False,33.25,0.0,93.49,102.59,2023,27
F000015621,ST0101,2023-07-16,False,30.6,7.45,98.28,102.97,2023,28
F000015622,ST0101,2023-07-23,False,26.12,0.0,100.31,102.7,2023,29
F000015623,ST0101,2023-07-30,False,29.14,20.49,107.41,102.45,2023,30
F000015624,ST0101,2023-08-06,True,36.62,13.35,105.21,102.41,2023,31
F000015625,ST0101,2023-08-13,False,33.86,21.86,100.84,101.73,2023,32
F000015626,ST0101,2023-08-20,False,30.77,22.81,98.45,102.86,2023,33
F000015627,ST0101,2023-08-27,False,33.74,4.49,100.16,102.34,2023,34
F000015628,ST0101,2023-09-03,False,30.84,9.18,98.15,103.84,2023,35
F000015629,ST0101,2023-09-10,False,30.61,11.8,109.58,102.5,2023,36
F000015630,ST0101,2023-09-17,False,27.33,19.16,103.76,102.74,2023,37
F000015631,ST0101,2023-09-24,False,29.11,19.87,96.36,102.86,2023,38
F000015632,ST0101,2023-10-01,False,32.62,15.79,103.34,102.84,2023,39
F000015633,ST0101,2023-10-08,False,28.94,14.08,102.88,103.04,2023,40
F000015634,ST0101,2023-10-15,False,26.75,17.1,97.28,102.46,2023,41
F000015635,ST0101,2023-10-22,False,27.73,21.21,98.37,104.28,2023,42
F000015636,ST0101,2023-10-29,False,23.25,21.9,97.87,103.08,2023,43
F000015637,ST0101,2023-11-05,False,24.56,19.21,108.84,104.79,2023,44
F000015638,ST0101,2023-11-12,True,27.15,16.24,102.55,102.56,2023,45
F000015639,ST0101,2023-11-19,False,25.58,13.32,94.84,104.35,2023,46
F000015640,ST0101,2023-11-26,False,29.16,13.97,107.05,104.39,2023,47
F000015641,ST0101,2023-12-03,False,20.63,16.03,100.66,103.46,2023,48
F000015642,ST0101,2023-12-10,False,25.31,14.14,107.78,104.43,2023,49
F000015643,ST0101,2023-12-17,False,20.76,13.65,92.9,104.24,2023,50
F000015644,ST0101,2023-12-24,False,23.63,16.67,98.02,102.72,2023,51
F000015645,ST0101,2023-12-31,False,22.92,12.03,104.64,103.31,2023,52
F000015646,ST0101,2024-01-07,False,17.37,13.97,102.08,103.9,2024,1
F000015647,ST0101,2024-01-14,False,23.54,7.94,102.51,105.24,2024,2
F000015648,ST0101,2024-01-21,False,21.7,13.85,103.86,103.3,2024,3
F000015649,ST0101,2024-01-28,False,22.96,0.08,96.44,103.34,2024,4
F000015650,ST0101,2024-02-04,False,24.74,13.16,95.15,105.49,2024,5
F000015651,ST0101,2024-02-11,False,22.43,2.65,102.74,104.65,2024,6
